Date,Time of day,Scheduled commercial net export[MWh],Denmark 2 (export)[MWh],Denmark 2 (import)[MWh],Poland (export)[MWh],Poland (import)[MWh],Czech Republic (export)[MWh],Czech Republic (import)[MWh]
30.08.2015,10:00,-274,0,-49,0,-0,224,-449
30.08.2015,11:00,-289,0,-48,0,-0,158,-399
30.08.2015,12:00,206,460,0,0,-0,145,-399
30.08.2015,13:00,421,600,0,0,-0,220,-399
30.08.2015,14:00,371,600,0,0,-0,215,-444
30.08.2015,15:00,-109,0,0,0,-0,290,-399
30.08.2015,16:00,-334,0,-140,0,-0,205,-399
30.08.2015,17:00,-281,0,-33,0,-0,151,-399
30.08.2015,18:00,-79,0,0,0,-0,385,-464
30.08.2015,19:00,-342,0,-154,0,-51,327,-464
30.08.2015,20:00,-329,0,-246,0,-100,481,-464
30.08.2015,21:00,-699,0,-392,0,-172,329,-464
30.08.2015,22:00,-1.096,0,-585,0,-322,275,-464
30.08.2015,23:00,-692,0,-585,0,-0,357,-464
31.08.2015,00:00,-819,0,-585,0,-0,279,-513
31.08.2015,01:00,-753,0,-585,0,-0,345,-513
31.08.2015,02:00,-592,0,-585,0,-0,506,-513
31.08.2015,03:00,-594,0,-585,0,-0,504,-513
31.08.2015,04:00,-593,0,-585,0,-0,505,-513
31.08.2015,05:00,-600,0,-585,0,-0,491,-506
31.08.2015,06:00,-1.455,0,-506,0,-874,431,-506
31.08.2015,07:00,-574,0,-17,0,-558,507,-506
31.08.2015,08:00,501,583,0,0,-100,589,-571
31.08.2015,09:00,668,600,0,0,-0,494,-426
31.08.2015,10:00,668,600,0,0,-0,489,-421
31.08.2015,11:00,668,600,0,0,-0,489,-421
31.08.2015,12:00,668,600,0,0,-0,489,-421
31.08.2015,13:00,668,600,0,0,-0,489,-421
31.08.2015,14:00,668,600,0,0,-0,489,-421
31.08.2015,15:00,698,600,0,0,-0,519,-421
31.08.2015,16:00,126,15,0,0,-0,532,-421
31.08.2015,17:00,-475,0,-585,0,-0,531,-421
31.08.2015,18:00,-518,0,-585,0,-0,538,-471
31.08.2015,19:00,-513,0,-585,0,-0,543,-471
31.08.2015,20:00,-387,0,-585,0,-0,901,-703
31.08.2015,21:00,-557,0,-585,0,-0,897,-869
31.08.2015,22:00,-655,0,-585,0,-21,486,-535
31.08.2015,23:00,-775,0,-585,0,-0,276,-466
01.09.2015,00:00,-891,0,-585,0,-25,263,-544
01.09.2015,01:00,-787,0,-585,0,-0,342,-544
01.09.2015,02:00,-641,0,-585,0,-0,488,-544
01.09.2015,03:00,-640,0,-585,0,-0,489,-544
01.09.2015,04:00,-645,0,-585,0,-5,489,-544
01.09.2015,05:00,-866,0,-585,0,-0,263,-544
01.09.2015,06:00,-1.694,0,-585,0,-955,420,-574
01.09.2015,07:00,-17,0,0,0,-0,497,-514
01.09.2015,08:00,-109,0,0,0,-0,355,-464
01.09.2015,09:00,256,386,0,0,-0,334,-464
01.09.2015,10:00,217,331,0,0,-0,350,-464
01.09.2015,11:00,161,265,0,0,-0,360,-464
01.09.2015,12:00,-62,28,0,0,-0,374,-464
01.09.2015,13:00,170,212,0,0,-0,422,-464
01.09.2015,14:00,-92,0,-57,0,-0,429,-464
01.09.2015,15:00,-215,0,-176,0,-0,425,-464
01.09.2015,16:00,-551,0,-585,0,-0,498,-464
01.09.2015,17:00,-500,0,-585,0,-0,549,-464
01.09.2015,18:00,-530,0,-585,0,-0,519,-464
01.09.2015,19:00,-512,0,-585,0,-0,537,-464
01.09.2015,20:00,-414,0,-585,0,-0,665,-494
01.09.2015,21:00,-601,0,-585,0,-0,548,-564
01.09.2015,22:00,-554,0,-585,0,-0,505,-474
01.09.2015,23:00,-888,0,-585,0,-0,291,-594
02.09.2015,00:00,-701,0,-585,0,-0,358,-474
02.09.2015,01:00,-455,0,-585,0,-0,609,-479
02.09.2015,02:00,-380,0,-585,0,-0,684,-479
02.09.2015,03:00,-437,0,-585,0,-0,627,-479
02.09.2015,04:00,-408,0,-585,0,-0,656,-479
02.09.2015,05:00,-704,0,-585,0,-39,409,-489
02.09.2015,06:00,-765,0,-585,0,-336,620,-464
02.09.2015,07:00,-755,0,-585,0,-420,714,-464
02.09.2015,08:00,-285,0,-585,0,-0,764,-464
02.09.2015,09:00,-285,0,-585,0,-0,764,-464
02.09.2015,10:00,-285,0,-585,0,-0,764,-464
02.09.2015,11:00,-285,0,-585,0,-0,764,-464
02.09.2015,12:00,-305,0,-585,0,-0,764,-484
02.09.2015,13:00,-330,0,-585,0,-0,739,-484
02.09.2015,14:00,-371,0,-585,0,-0,678,-464
02.09.2015,15:00,-360,0,-585,0,-0,689,-464
02.09.2015,16:00,-335,0,-585,0,-0,729,-479
02.09.2015,17:00,-367,0,-585,0,-0,697,-479
02.09.2015,18:00,-467,0,-585,0,-0,597,-479
02.09.2015,19:00,-469,0,-585,0,-0,595,-479
02.09.2015,20:00,-320,0,-585,0,-0,734,-469
02.09.2015,21:00,-507,0,-585,0,-0,577,-499
02.09.2015,22:00,-1.301,0,-585,0,-520,312,-508
02.09.2015,23:00,-766,0,-585,0,-7,335,-509
03.09.2015,00:00,-839,0,-585,0,-0,220,-474
03.09.2015,01:00,-789,0,-585,0,-0,266,-470
03.09.2015,02:00,-680,0,-585,0,-0,374,-469
03.09.2015,03:00,-714,0,-585,0,-0,340,-469
03.09.2015,04:00,-688,0,-585,0,-0,366,-469
03.09.2015,05:00,-844,0,-585,0,-0,210,-469
03.09.2015,06:00,-972,0,-285,0,-635,410,-462
03.09.2015,07:00,-31,94,0,0,-0,339,-464
03.09.2015,08:00,393,600,0,0,-0,235,-442
03.09.2015,09:00,344,600,0,0,-0,195,-451
03.09.2015,10:00,443,600,0,0,-0,285,-442
03.09.2015,11:00,453,600,0,0,-0,295,-442
03.09.2015,12:00,483,600,0,0,-0,346,-463
03.09.2015,13:00,608,600,0,0,-0,470,-462
03.09.2015,14:00,525,600,0,0,-0,392,-467
03.09.2015,15:00,590,600,0,0,-0,457,-467
03.09.2015,16:00,568,517,0,0,-0,544,-493
03.09.2015,17:00,572,600,0,0,-0,450,-478
03.09.2015,18:00,416,600,0,0,-0,320,-504
03.09.2015,19:00,550,591,0,0,-0,418,-459
03.09.2015,20:00,448,560,0,0,-0,362,-474
03.09.2015,21:00,74,391,0,0,-0,220,-537
03.09.2015,22:00,-622,0,-45,0,-228,140,-489
03.09.2015,23:00,-521,0,-174,0,-0,142,-489
04.09.2015,00:00,-344,0,-320,0,-100,490,-414
04.09.2015,01:00,-426,0,-377,0,-75,440,-414
04.09.2015,02:00,-401,0,-401,0,-0,440,-440
04.09.2015,03:00,-400,0,-369,0,-50,433,-414
04.09.2015,04:00,-282,0,-358,0,-0,490,-414
04.09.2015,05:00,-230,0,-296,0,-0,490,-424
04.09.2015,06:00,-183,261,0,0,-245,265,-464
04.09.2015,07:00,599,600,0,0,-20,433,-414
04.09.2015,08:00,641,600,0,0,-0,455,-414
04.09.2015,09:00,588,600,0,0,-0,439,-451
04.09.2015,10:00,595,600,0,0,-0,409,-414
04.09.2015,11:00,636,600,0,0,-0,450,-414
04.09.2015,12:00,620,600,0,0,-0,434,-414
04.09.2015,13:00,594,600,0,0,-0,409,-415
04.09.2015,14:00,544,600,0,0,-0,359,-415
04.09.2015,15:00,571,600,0,0,-0,386,-415
04.09.2015,16:00,557,600,0,0,-0,371,-414
04.09.2015,17:00,490,600,0,0,-0,304,-414
04.09.2015,18:00,-194,15,0,0,-0,213,-422
04.09.2015,19:00,-809,0,-585,0,-0,190,-414
04.09.2015,20:00,-738,0,-585,0,-0,265,-418
04.09.2015,21:00,-709,0,-585,0,-0,290,-414
04.09.2015,22:00,-829,0,-585,0,-0,170,-414
04.09.2015,23:00,-819,0,-585,0,-0,190,-424
05.09.2015,00:00,-285,0,-585,0,-0,325,-25
05.09.2015,01:00,-285,0,-585,0,-0,325,-25
05.09.2015,02:00,-177,0,-422,0,-0,270,-25
05.09.2015,03:00,-81,0,-379,0,-0,323,-25
05.09.2015,04:00,-144,0,-444,0,-0,325,-25
05.09.2015,05:00,-285,0,-585,0,-0,325,-25
05.09.2015,06:00,-395,0,-585,0,-0,215,-25
05.09.2015,07:00,-415,0,-585,0,-0,195,-25
05.09.2015,08:00,-400,0,-585,0,-0,210,-25
05.09.2015,09:00,-285,0,-585,0,-0,315,-15
05.09.2015,10:00,238,0,-62,0,-0,315,-15
05.09.2015,11:00,838,538,0,0,-0,315,-15
05.09.2015,12:00,560,600,0,0,-0,315,-355
05.09.2015,13:00,533,600,0,0,-0,288,-355
05.09.2015,14:00,560,600,0,0,-0,315,-355
05.09.2015,15:00,560,600,0,0,-0,315,-355
05.09.2015,16:00,560,600,0,0,-0,315,-355
05.09.2015,17:00,-105,15,0,0,-0,235,-355
05.09.2015,18:00,-295,0,-585,0,-0,315,-25
05.09.2015,19:00,-285,0,-585,0,-0,315,-15
05.09.2015,20:00,-290,0,-585,0,-0,315,-20
05.09.2015,21:00,-290,0,-585,0,-0,325,-30
05.09.2015,22:00,247,15,0,0,-0,302,-70
05.09.2015,23:00,367,132,0,0,-0,265,-30
06.09.2015,00:00,700,600,0,0,-0,125,-25
06.09.2015,01:00,700,600,0,0,-0,125,-25
06.09.2015,02:00,675,600,0,0,-0,110,-35
06.09.2015,03:00,685,600,0,0,-0,110,-25
06.09.2015,04:00,685,600,0,0,-0,110,-25
06.09.2015,05:00,695,600,0,0,-0,120,-25
06.09.2015,06:00,635,600,0,0,-0,60,-25
06.09.2015,07:00,552,600,0,0,-0,225,-273
06.09.2015,08:00,722,600,0,0,-0,265,-143
06.09.2015,09:00,805,600,0,0,-0,225,-20
06.09.2015,10:00,830,600,0,0,-0,250,-20
06.09.2015,11:00,850,600,0,0,-0,265,-15
06.09.2015,12:00,785,600,0,0,-0,200,-15
06.09.2015,13:00,787,600,0,0,-0,211,-24
06.09.2015,14:00,795,600,0,0,-0,220,-25
06.09.2015,15:00,817,600,0,0,-0,232,-15
06.09.2015,16:00,868,600,0,0,-0,290,-22
06.09.2015,17:00,823,600,0,0,-0,245,-22
06.09.2015,18:00,413,195,0,0,-0,240,-22
06.09.2015,19:00,-200,0,-405,0,-0,220,-15
06.09.2015,20:00,-380,0,-585,0,-0,245,-40
06.09.2015,21:00,-450,0,-585,0,-0,185,-50
06.09.2015,22:00,-430,0,-585,0,-0,185,-30
06.09.2015,23:00,-510,0,-585,0,-0,130,-55
07.09.2015,00:00,-472,0,-585,0,-0,190,-77
07.09.2015,01:00,-483,0,-585,0,-8,187,-77
07.09.2015,02:00,-470,0,-585,0,-0,192,-77
07.09.2015,03:00,-470,0,-585,0,-0,192,-77
07.09.2015,04:00,20,15,0,0,-0,247,-242
07.09.2015,05:00,-472,0,-585,0,-0,170,-57
07.09.2015,06:00,-535,0,-585,0,-45,257,-162
07.09.2015,07:00,-560,0,-585,0,-160,285,-100
07.09.2015,08:00,-645,0,-585,0,-215,195,-40
07.09.2015,09:00,-522,0,-418,0,-145,230,-189
07.09.2015,10:00,-497,0,-251,0,-62,230,-414
07.09.2015,11:00,-380,0,-417,0,-50,295,-208
07.09.2015,12:00,-286,0,-585,0,-0,314,-15
07.09.2015,13:00,-285,0,-585,0,-0,315,-15
07.09.2015,14:00,-340,0,-585,0,-0,265,-20
07.09.2015,15:00,-332,0,-585,0,-0,278,-25
07.09.2015,16:00,-366,0,-585,0,-0,254,-35
07.09.2015,17:00,-395,0,-585,0,-0,235,-45
07.09.2015,18:00,-734,0,-585,0,-285,210,-74
07.09.2015,19:00,-335,0,-585,0,-0,280,-30
07.09.2015,20:00,-406,0,-585,0,-100,341,-62
07.09.2015,21:00,-514,0,-585,0,-199,337,-67
07.09.2015,22:00,-703,0,-585,0,-20,292,-390
07.09.2015,23:00,-669,0,-585,0,-0,282,-366
08.09.2015,00:00,-370,0,-585,0,-0,240,-25
08.09.2015,01:00,-325,0,-585,0,-0,285,-25
08.09.2015,02:00,-325,0,-585,0,-0,285,-25
08.09.2015,03:00,-495,0,-585,0,-0,235,-145
08.09.2015,04:00,-495,0,-585,0,-0,235,-145
08.09.2015,05:00,-465,0,-585,0,-0,265,-145
08.09.2015,06:00,-790,0,-585,0,-365,215,-55
08.09.2015,07:00,-941,0,-451,0,-435,150,-205
08.09.2015,08:00,-493,0,-458,0,-120,100,-15
08.09.2015,09:00,-432,0,-517,0,-10,110,-15
08.09.2015,10:00,-231,0,-396,0,-0,180,-15
08.09.2015,11:00,-263,0,-430,0,-0,195,-28
08.09.2015,12:00,-440,0,-585,0,-0,190,-45
08.09.2015,13:00,-397,0,-542,0,-0,190,-45
08.09.2015,14:00,-354,0,-499,0,-0,190,-45
08.09.2015,15:00,-386,0,-585,0,-0,240,-41
08.09.2015,16:00,-427,0,-585,0,-0,208,-50
08.09.2015,17:00,-380,0,-585,0,-0,255,-50
08.09.2015,18:00,-540,0,-585,0,-70,145,-30
08.09.2015,19:00,-438,0,-585,0,-0,175,-28
08.09.2015,20:00,-474,0,-585,0,-0,256,-145
08.09.2015,21:00,-525,0,-585,0,-0,205,-145
08.09.2015,22:00,-525,0,-585,0,-0,85,-25
08.09.2015,23:00,-525,0,-585,0,-0,110,-50
09.09.2015,00:00,-435,0,-585,0,-0,260,-110
09.09.2015,01:00,-475,0,-585,0,-0,225,-115
09.09.2015,02:00,-478,0,-585,0,-0,212,-105
09.09.2015,03:00,-448,0,-585,0,-0,208,-71
09.09.2015,04:00,-442,0,-585,0,-0,214,-71
09.09.2015,05:00,-433,0,-585,0,-0,272,-120
09.09.2015,06:00,-585,0,-585,0,-145,243,-98
09.09.2015,07:00,-244,0,-369,0,-80,230,-25
09.09.2015,08:00,403,155,0,0,-0,263,-15
09.09.2015,09:00,643,349,0,0,-0,309,-15
09.09.2015,10:00,727,427,0,0,-0,315,-15
09.09.2015,11:00,655,355,0,0,-0,315,-15
09.09.2015,12:00,684,389,0,0,-0,310,-15
09.09.2015,13:00,707,412,0,0,-0,310,-15
09.09.2015,14:00,631,343,0,0,-0,303,-15
09.09.2015,15:00,341,41,0,0,-0,315,-15
09.09.2015,16:00,164,0,-111,0,-0,290,-15
09.09.2015,17:00,254,0,-45,0,-0,314,-15
09.09.2015,18:00,133,0,-100,0,-0,248,-15
09.09.2015,19:00,216,0,-65,0,-0,296,-15
09.09.2015,20:00,-32,0,-168,0,-0,266,-130
09.09.2015,21:00,-236,0,-339,0,-0,233,-130
09.09.2015,22:00,-429,0,-585,0,-0,216,-60
09.09.2015,23:00,-546,0,-585,0,-0,201,-162
10.09.2015,00:00,-438,0,-585,0,-0,267,-120
10.09.2015,01:00,-464,0,-585,0,-0,239,-118
10.09.2015,02:00,-467,0,-585,0,-0,209,-91
10.09.2015,03:00,-463,0,-585,0,-0,212,-90
10.09.2015,04:00,-475,0,-585,0,-0,207,-97
10.09.2015,05:00,-432,0,-585,0,-0,241,-88
10.09.2015,06:00,-789,0,-585,0,-200,178,-182
10.09.2015,07:00,-209,0,-130,0,-115,151,-115
10.09.2015,08:00,592,470,0,0,-0,137,-15
10.09.2015,09:00,625,446,0,0,-0,194,-15
10.09.2015,10:00,649,433,0,0,-0,231,-15
10.09.2015,11:00,788,573,0,0,-0,230,-15
10.09.2015,12:00,604,370,0,0,-0,282,-48
10.09.2015,13:00,517,302,0,0,-0,230,-15
10.09.2015,14:00,433,218,0,0,-0,230,-15
10.09.2015,15:00,96,0,-139,0,-0,250,-15
10.09.2015,16:00,-312,0,-516,0,-0,242,-38
10.09.2015,17:00,-421,0,-585,0,-0,182,-18
10.09.2015,18:00,-475,0,-585,0,-0,125,-15
10.09.2015,19:00,-384,0,-585,0,-0,216,-15
10.09.2015,20:00,-492,0,-585,0,-0,146,-53
10.09.2015,21:00,-548,0,-585,0,-0,152,-115
10.09.2015,22:00,-572,0,-585,0,-0,128,-115
10.09.2015,23:00,-547,0,-585,0,-0,117,-79
11.09.2015,00:00,-429,0,-585,0,-0,231,-75
11.09.2015,01:00,-370,0,-585,0,-0,240,-25
11.09.2015,02:00,-482,0,-585,0,-0,236,-133
11.09.2015,03:00,-536,0,-585,0,-0,213,-164
11.09.2015,04:00,-462,0,-585,0,-0,218,-95
11.09.2015,05:00,-436,0,-585,0,-0,239,-90
11.09.2015,06:00,-756,0,-585,0,-257,212,-126
11.09.2015,07:00,-735,0,-585,0,-240,191,-101
11.09.2015,08:00,-488,0,-585,0,-75,187,-15
11.09.2015,09:00,-390,0,-585,0,-0,210,-15
11.09.2015,10:00,-327,0,-585,0,-0,273,-15
11.09.2015,11:00,-405,0,-585,0,-0,195,-15
11.09.2015,12:00,-269,0,-585,0,-0,331,-15
11.09.2015,13:00,-278,0,-585,0,-0,322,-15
11.09.2015,14:00,-219,0,-585,0,-0,381,-15
11.09.2015,15:00,-264,0,-585,0,-0,336,-15
11.09.2015,16:00,-254,0,-585,0,-0,346,-15
11.09.2015,17:00,-331,0,-585,0,-0,269,-15
11.09.2015,18:00,-450,0,-585,0,-30,210,-45
11.09.2015,19:00,-334,0,-585,0,-0,266,-15
11.09.2015,20:00,-536,0,-585,0,-150,237,-38
11.09.2015,21:00,-422,0,-585,0,-49,260,-48
11.09.2015,22:00,-861,0,-585,0,-329,146,-93
11.09.2015,23:00,-707,0,-585,0,-35,135,-222
12.09.2015,00:00,-597,0,-585,0,-150,577,-439
12.09.2015,01:00,-353,0,-585,0,-0,676,-444
12.09.2015,02:00,-349,0,-585,0,-0,670,-434
12.09.2015,03:00,-369,0,-585,0,-0,645,-429
12.09.2015,04:00,-375,0,-585,0,-0,644,-434
12.09.2015,05:00,-447,0,-585,0,-0,567,-429
12.09.2015,06:00,-446,0,-585,0,-0,628,-489
12.09.2015,07:00,-384,0,-585,0,-25,655,-429
12.09.2015,08:00,-297,0,-453,0,-0,615,-459
12.09.2015,09:00,-277,0,-467,0,-0,619,-429
12.09.2015,10:00,-151,0,-384,0,-0,652,-419
12.09.2015,11:00,-124,0,-321,0,-0,616,-419
12.09.2015,12:00,-189,0,-360,0,-0,590,-419
12.09.2015,13:00,-439,0,-585,0,-0,565,-419
12.09.2015,14:00,175,15,0,0,-0,579,-419
12.09.2015,15:00,-427,0,-585,0,-0,577,-419
12.09.2015,16:00,-517,0,-585,0,-0,502,-434
12.09.2015,17:00,-463,0,-585,0,-0,556,-434
12.09.2015,18:00,-540,0,-585,0,-50,560,-465
12.09.2015,19:00,-457,0,-585,0,-0,647,-519
12.09.2015,20:00,-411,0,-585,0,-0,653,-479
12.09.2015,21:00,-480,0,-585,0,-0,534,-429
12.09.2015,22:00,-503,0,-585,0,-0,521,-439
12.09.2015,23:00,-532,0,-585,0,-0,534,-481
13.09.2015,00:00,-493,0,-259,0,-0,310,-544
13.09.2015,01:00,-845,0,-585,0,-0,285,-545
13.09.2015,02:00,-534,0,-585,0,-0,474,-423
13.09.2015,03:00,-423,0,-585,0,-0,544,-382
13.09.2015,04:00,-584,0,-585,0,-25,455,-429
13.09.2015,05:00,-546,0,-585,0,-0,477,-438
13.09.2015,06:00,-834,0,-585,0,-0,279,-528
13.09.2015,07:00,-916,0,-585,0,-0,225,-556
13.09.2015,08:00,-788,0,-585,0,-0,337,-540
13.09.2015,09:00,-698,0,-585,0,-0,402,-515
13.09.2015,10:00,-658,0,-585,0,-0,366,-439
13.09.2015,11:00,-725,0,-585,0,-0,356,-496
13.09.2015,12:00,-957,0,-585,0,-0,200,-572
13.09.2015,13:00,-894,0,-585,0,-0,215,-524
13.09.2015,14:00,-893,0,-585,0,-0,215,-523
13.09.2015,15:00,-779,0,-585,0,-0,215,-409
13.09.2015,16:00,-811,0,-585,0,-0,215,-441
13.09.2015,17:00,-479,0,-352,0,-0,276,-403
13.09.2015,18:00,-357,0,-422,0,-20,416,-331
13.09.2015,19:00,-463,0,-585,0,-35,486,-329
13.09.2015,20:00,-669,0,-585,0,-273,518,-329
13.09.2015,21:00,-500,0,-585,0,-0,414,-329
13.09.2015,22:00,-476,0,-585,0,-0,438,-329
13.09.2015,23:00,-485,0,-585,0,-0,429,-329
14.09.2015,00:00,-331,0,-585,0,-0,358,-104
14.09.2015,01:00,-349,0,-585,0,-0,358,-122
14.09.2015,02:00,-380,0,-585,0,-0,356,-151
14.09.2015,03:00,-396,0,-585,0,-0,355,-166
14.09.2015,04:00,-353,0,-585,0,-0,359,-127
14.09.2015,05:00,-447,0,-585,0,-14,323,-171
14.09.2015,06:00,-970,0,-585,0,-685,370,-70
14.09.2015,07:00,-653,0,-585,0,-315,307,-60
14.09.2015,08:00,-778,0,-585,0,-280,222,-135
14.09.2015,09:00,-931,0,-585,0,-350,121,-117
14.09.2015,10:00,-874,0,-585,0,-300,141,-130
14.09.2015,11:00,-495,0,-585,0,-0,142,-52
14.09.2015,12:00,-441,0,-585,0,-0,169,-25
14.09.2015,13:00,-384,0,-585,0,-0,216,-15
14.09.2015,14:00,-363,0,-585,0,-0,237,-15
14.09.2015,15:00,-362,0,-585,0,-0,238,-15
14.09.2015,16:00,-340,0,-585,0,-0,260,-15
14.09.2015,17:00,-517,0,-585,0,-150,233,-15
14.09.2015,18:00,-413,0,-585,0,-0,187,-15
14.09.2015,19:00,-322,0,-585,0,-0,278,-15
14.09.2015,20:00,-312,0,-585,0,-0,333,-60
14.09.2015,21:00,-320,0,-585,0,-0,325,-60
14.09.2015,22:00,-384,0,-585,0,-0,256,-55
14.09.2015,23:00,-479,0,-585,0,-0,245,-139
15.09.2015,00:00,-302,0,-585,0,-0,308,-25
15.09.2015,01:00,-342,0,-585,0,-0,268,-25
15.09.2015,02:00,-352,0,-585,0,-0,258,-25
15.09.2015,03:00,-352,0,-585,0,-0,258,-25
15.09.2015,04:00,-377,0,-585,0,-0,233,-25
15.09.2015,05:00,-310,0,-585,0,-0,300,-25
15.09.2015,06:00,-357,0,-585,0,-0,243,-15
15.09.2015,07:00,-487,0,-585,0,-50,263,-115
15.09.2015,08:00,-334,0,-585,0,-0,266,-15
15.09.2015,09:00,-621,0,-585,0,-0,284,-320
15.09.2015,10:00,-664,0,-585,0,-0,296,-375
15.09.2015,11:00,-563,0,-585,0,-0,307,-285
15.09.2015,12:00,-245,0,-585,0,-0,355,-15
15.09.2015,13:00,-280,0,-585,0,-0,320,-15
15.09.2015,14:00,-280,0,-585,0,-0,320,-15
15.09.2015,15:00,-280,0,-585,0,-0,320,-15
15.09.2015,16:00,-320,0,-585,0,-0,290,-25
15.09.2015,17:00,-330,0,-585,0,-0,280,-25
15.09.2015,18:00,-340,0,-585,0,-0,265,-20
15.09.2015,19:00,-345,0,-585,0,-0,255,-15
15.09.2015,20:00,-342,0,-585,0,-0,258,-15
15.09.2015,21:00,-397,0,-585,0,-0,203,-15
15.09.2015,22:00,-393,0,-585,0,-0,207,-15
15.09.2015,23:00,-437,0,-585,0,-0,191,-43
16.09.2015,00:00,141,0,0,0,-0,171,-30
16.09.2015,01:00,153,0,0,0,-0,183,-30
16.09.2015,02:00,124,0,0,0,-0,154,-30
16.09.2015,03:00,123,0,0,0,-0,153,-30
16.09.2015,04:00,136,0,0,0,-0,166,-30
16.09.2015,05:00,164,0,0,0,-0,194,-30
16.09.2015,06:00,58,0,0,0,-50,158,-50
16.09.2015,07:00,158,0,0,0,-0,178,-20
16.09.2015,08:00,220,0,0,0,-0,240,-20
16.09.2015,09:00,231,73,0,0,-0,178,-20
16.09.2015,10:00,249,141,0,0,-0,128,-20
16.09.2015,11:00,228,106,0,0,-0,142,-20
16.09.2015,12:00,109,0,0,0,-0,130,-21
16.09.2015,13:00,110,0,0,0,-0,130,-20
16.09.2015,14:00,120,0,0,0,-0,140,-20
16.09.2015,15:00,127,0,0,0,-0,147,-20
16.09.2015,16:00,157,0,0,0,-0,177,-20
16.09.2015,17:00,140,0,0,0,-0,160,-20
16.09.2015,18:00,186,0,0,0,-0,206,-20
16.09.2015,19:00,297,0,0,0,-0,317,-20
16.09.2015,20:00,247,0,0,0,-0,267,-20
16.09.2015,21:00,207,0,0,0,-0,227,-20
16.09.2015,22:00,169,0,0,0,-0,199,-30
16.09.2015,23:00,670,600,0,0,-0,100,-30
17.09.2015,00:00,302,114,0,0,-0,213,-25
17.09.2015,01:00,286,64,0,0,-0,247,-25
17.09.2015,02:00,195,0,0,0,-0,220,-25
17.09.2015,03:00,189,0,0,0,-0,214,-25
17.09.2015,04:00,499,319,0,0,-0,205,-25
17.09.2015,05:00,275,0,0,0,-0,300,-25
17.09.2015,06:00,288,0,0,0,-0,303,-15
17.09.2015,07:00,215,0,0,0,-0,230,-15
17.09.2015,08:00,241,0,0,0,-0,256,-15
17.09.2015,09:00,196,0,0,0,-0,211,-15
17.09.2015,10:00,175,0,0,0,-0,190,-15
17.09.2015,11:00,190,0,0,0,-0,205,-15
17.09.2015,12:00,190,0,0,0,-0,205,-15
17.09.2015,13:00,185,0,0,0,-0,200,-15
17.09.2015,14:00,190,0,0,0,-0,205,-15
17.09.2015,15:00,185,0,0,0,-0,205,-20
17.09.2015,16:00,190,0,0,0,-0,205,-15
17.09.2015,17:00,200,0,0,0,-0,215,-15
17.09.2015,18:00,240,0,0,0,-0,255,-15
17.09.2015,19:00,300,0,0,0,-0,315,-15
17.09.2015,20:00,279,0,0,0,-0,305,-26
17.09.2015,21:00,174,0,0,0,-0,189,-15
17.09.2015,22:00,97,0,0,0,-0,112,-15
17.09.2015,23:00,84,0,0,0,-0,109,-25
18.09.2015,00:00,269,0,0,0,-0,299,-30
18.09.2015,01:00,244,0,0,0,-0,274,-30
18.09.2015,02:00,235,0,0,0,-0,265,-30
18.09.2015,03:00,202,0,0,0,-0,232,-30
18.09.2015,04:00,217,0,0,0,-0,247,-30
18.09.2015,05:00,-202,0,0,0,-0,328,-530
18.09.2015,06:00,-348,0,0,0,-80,252,-520
18.09.2015,07:00,-592,0,0,0,-325,253,-520
18.09.2015,08:00,-203,0,0,0,-0,317,-520
18.09.2015,09:00,297,0,0,0,-0,317,-20
18.09.2015,10:00,297,0,0,0,-0,317,-20
18.09.2015,11:00,297,0,0,0,-0,317,-20
18.09.2015,12:00,295,0,0,0,-0,320,-25
18.09.2015,13:00,295,0,0,0,-0,320,-25
18.09.2015,14:00,295,0,0,0,-0,320,-25
18.09.2015,15:00,295,0,0,0,-0,320,-25
18.09.2015,16:00,300,0,0,0,-0,320,-20
18.09.2015,17:00,300,0,0,0,-0,320,-20
18.09.2015,18:00,-286,0,-585,0,-1,320,-20
18.09.2015,19:00,-285,0,-585,0,-0,320,-20
18.09.2015,20:00,-285,0,-585,0,-0,330,-30
18.09.2015,21:00,-310,0,-585,0,-0,305,-30
18.09.2015,22:00,-347,0,-585,0,-0,268,-30
18.09.2015,23:00,-462,0,-585,0,-0,153,-30
19.09.2015,00:00,-584,0,-585,0,-0,156,-155
19.09.2015,01:00,-465,0,-585,0,-0,224,-104
19.09.2015,02:00,-407,0,-585,0,-0,288,-110
19.09.2015,03:00,-384,0,-585,0,-0,290,-89
19.09.2015,04:00,-356,0,-585,0,-0,290,-61
19.09.2015,05:00,-405,0,-585,0,-0,290,-110
19.09.2015,06:00,-355,0,-585,0,-0,285,-55
19.09.2015,07:00,-415,0,-585,0,-0,225,-55
19.09.2015,08:00,-400,0,-585,0,-0,240,-55
19.09.2015,09:00,-318,0,-553,0,-0,260,-25
19.09.2015,10:00,-257,0,-547,0,-0,305,-15
19.09.2015,11:00,-285,0,-585,0,-0,315,-15
19.09.2015,12:00,-320,0,-585,0,-0,285,-20
19.09.2015,13:00,-290,0,-585,0,-0,315,-20
19.09.2015,14:00,-290,0,-585,0,-0,315,-20
19.09.2015,15:00,-330,0,-585,0,-0,275,-20
19.09.2015,16:00,-389,0,-585,0,-0,255,-59
19.09.2015,17:00,-460,0,-585,0,-0,205,-80
19.09.2015,18:00,-440,0,-585,0,-0,225,-80
